Access_to_electricity_(%_of_population),Access_to_clean_fuels_for_cooking,Renewable_energy_share_in_the_total_final_energy_consumption_(%),Electricity_from_fossil_fuels_(TWh),Electricity_from_renewables_(TWh),Electricity_from_nuclear_(TWh),Low-carbon_electricity_(%_electricity),Primary_energy_consumption_per_capita_(kWh-person),Energy_intensity_level_of_primary_energy_(MJ-$2017_PPP_GDP),Value_co2_emissions_kt_by_country,gdp_per_capita,Density-n(P-Km2),Land_Area(Km2)
100.0,100.0,1.47,0.49,0.04,0.0,7.54717,45777.125,3.08,610.0000143,16213.48076,214,455.0
100.0,100.0,23.3,0.53,0.07,0.0,11.666666,43703.28,4.3,10500.0,10764.42042,214,455.0
7.7881427,0.1,91.31,0.07,0.01,0.0,12.5,409.26733,11.05,330.0,138.6987225,111,71740.0
8.550771,0.2,89.38,0.12,0.01,0.0,7.692308,484.6953,12.14,440.0,229.3756595,111,71740.0
9.305815,0.2,87.99,0.13,0.02,0.0,13.333333,460.83,9.77,500.0,252.396007,111,71740.0
10.055623,0.2,86.53,0.12,0.02,0.0,14.285714,454.77032,9.06,550.0000119,266.4469054,111,71740.0
16.8,0.3,86.58,0.1,0.02,0.0,16.666668,438.83154,8.49,529.9999714,266.5693713,111,71740.0
11.332485,0.3,88.13,0.06,0.02,0.0,25.0,386.95203,7.97,449.9999881,292.3490663,111,71740.0
12.297188,0.3,84.37,0.04,0.0,0.0,0.0,457.99765,7.97,589.9999738,323.3890184,111,71740.0
13.049968,0.3,86.35,0.04,0.02,0.0,33.333336,423.13287,7.29,500.0,360.3716605,111,71740.0
12.1,0.4,86.03,0.04,0.02,0.0,33.333336,405.9387,6.95,519.9999809,408.4810085,111,71740.0
14.579927,0.4,86.14,0.04,0.02,0.0,33.333336,396.5688,6.77,519.9999809,391.200943,111,71740.0
11.462173,0.4,84.89,0.04,0.12,0.0,75.0,458.27347,6.55,560.0000024,401.8348761,111,71740.0
14.2,0.4,81.0,0.02,0.15,0.0,88.2353,564.6626,6.46,740.0000095,448.3376621,111,71740.0
16.976511,0.4,79.06,0.06,0.12,0.0,66.666664,610.7244,5.78,860.0000143,566.3782351,111,71740.0
13.5,0.5,75.67,0.05,0.1,0.0,66.666664,692.69556,5.0,1039.999962,716.8358269,111,71740.0
18.66603,0.5,73.88,0.04,0.15,0.0,78.94737,743.0,4.92,1149.999976,714.6997957,111,71740.0
19.534536,0.5,75.0,0.05,0.14,0.0,73.68421,592.6282,6.18,910.0000262,588.2288628,111,71740.0
20.3,0.5,73.6,0.06,0.16,0.0,72.72727,591.51733,6.0,930.0000072,501.4151655,111,71740.0
23.4,0.6,74.61,0.06,0.17,0.0,73.91304,573.70355,5.68,939.9999976,496.6822949,111,71740.0
26.1,0.65,75.95,0.06,0.2,0.0,76.92308,568.16583,5.51,860.0000143,533.9915333,111,71740.0
22.7,0.7,75.44,0.02,0.19,0.0,90.4762,513.0044,5.4,899.9999762,521.7548367,111,71740.0
26.200886,0.8,23.3,0.02,0.19,0.0,90.4762,480.5271,4.3,10500.0,509.376594,111,71740.0
100.0,100.0,0.33,29.0,0.0,0.0,0.0,109289.08,3.46,42120.0,23852.32703,8358,716.0
100.0,100.0,0.6,32.05,0.0,0.0,0.0,121494.555,3.99,42030.0,21700.02005,8358,716.0
100.0,100.0,0.58,33.53,0.0,0.0,0.0,115456.87,3.81,41290.00092,22159.68886,8358,716.0
100.0,100.0,0.58,34.21,0.0,0.0,0.0,107484.375,4.41,38159.99985,23730.15245,8358,716.0
100.0,100.0,0.53,35.56,0.0,0.0,0.0,119262.51,4.82,39619.99893,27608.53737,8358,716.0
100.0,100.0,0.54,36.84,0.0,0.0,0.0,123551.64,3.07,36900.00153,29961.26328,8358,716.0
100.0,100.0,0.52,38.03,0.0,0.0,0.0,131721.67,3.03,37169.99817,33769.15416,8358,716.0
100.0,100.0,0.5,39.64,0.0,0.0,0.0,136257.9,2.56,38290.00092,39432.93835,8358,716.0
100.0,100.0,0.53,40.27,0.0,0.0,0.0,140055.12,2.9,38419.99817,40007.46926,8358,716.0
100.0,100.0,0.48,40.47,0.0,0.0,0.0,145354.05,3.05,38830.00183,38927.20688,8358,716.0
100.0,100.0,0.47,43.05,0.0,0.0,0.0,149763.22,2.48,42409.99985,47236.96023,8358,716.0
100.0,100.0,0.48,43.66,0.01,0.0,0.022899017,151959.9,2.05,44770.00046,53890.42873,8358,716.0
100.0,100.0,0.51,44.51,0.01,0.0,0.022461815,149476.58,2.31,43689.99863,55546.48854,8358,716.0
100.0,100.0,0.56,45.5,0.16,0.0,0.35041612,148317.19,2.39,43909.99985,56967.42579,8358,716.0
100.0,100.0,0.59,46.68,0.28,0.0,0.59625214,148692.52,2.52,44400.00153,57562.53079,8358,716.0
100.0,100.0,0.65,47.45,0.41,0.0,0.85666525,155468.98,2.68,45430.00031,55646.61875,8358,716.0
100.0,100.0,0.68,48.58,0.53,0.0,1.0792098,162248.22,2.66,46099.99847,56848.17539,8358,716.0
100.0,100.0,0.67,49.16,0.55,0.0,1.1064173,164801.44,2.8,49139.99939,61176.45636,8358,716.0
100.0,100.0,0.73,49.87,0.67,0.0,1.3256826,163526.77,2.51,47400.00153,66679.04649,8358,716.0
100.0,100.0,0.84,50.96,0.78,0.0,1.5075376,158657.89,2.57,47380.00107,65640.70795,8358,716.0
100.0,100.0,23.3,50.04,0.83,0.0,1.63161,154256.3,4.3,10500.0,59797.75218,8358,716.0
100.0,100.0,3.73,9.68,4.61,16.49,68.551,40591.293,8.8,10500.0,4578.633208,114,49035.0
100.0,100.0,6.0,9.65,5.08,17.1,69.682686,41766.94,8.93,10500.0,4578.633208,114,49035.0
100.0,100.0,5.48,8.81,5.42,17.95,72.62275,42124.3,8.61,10500.0,4578.633208,114,49035.0
100.0,100.0,5.35,9.52,3.58,17.86,69.25065,40913.17,8.12,10500.0,4578.633208,114,49035.0
100.0,100.0,6.25,9.29,4.13,17.03,69.49097,40008.508,7.6,10500.0,4578.633208,114,49035.0
100.0,100.0,6.31,8.93,4.68,17.73,71.506065,42086.473,7.31,10500.0,4578.633208,114,49035.0
100.0,100.0,6.57,8.39,4.81,18.01,73.11759,40946.383,6.67,10500.0,4578.633208,114,49035.0
100.0,100.0,8.23,7.57,4.93,15.33,72.79914,38418.406,5.76,10500.0,4578.633208,114,49035.0
100.0,100.0,7.63,7.46,4.57,16.7,74.03411,39431.95,5.6,10500.0,4578.633208,114,49035.0
100.0,100.0,10.0,6.89,4.92,14.08,73.38741,35687.54,5.41,10500.0,4578.633208,114,49035.0
100.0,100.0,10.28,6.9,5.95,14.57,74.835884,38080.727,5.45,10500.0,4578.633208,114,49035.0
100.0,100.0,10.36,7.8,5.0,15.41,72.350235,36591.31,5.15,10500.0,4578.633208,114,49035.0
100.0,100.0,10.47,7.28,5.47,15.49,74.22096,35105.086,4.86,10500.0,4578.633208,114,49035.0
100.0,100.0,10.68,6.36,6.36,15.72,77.63713,35936.51,4.91,10500.0,4578.633208,114,49035.0
100.0,100.0,12.24,5.3,6.24,15.5,80.39941,33419.594,4.5,10500.0,4578.633208,114,49035.0
100.0,100.0,13.41,5.34,6.05,15.15,79.879425,33734.29,4.41,10500.0,4578.633208,114,49035.0
100.0,100.0,13.09,5.28,6.63,14.77,80.20989,34015.234,4.35,10500.0,4578.633208,114,49035.0
100.0,100.0,12.43,5.67,6.54,15.08,79.22316,35774.91,4.45,10500.0,4578.633208,114,49035.0
100.0,100.0,12.43,5.92,5.81,14.84,77.71923,35121.086,4.28,10500.0,4578.633208,114,49035.0
100.0,100.0,17.64,6.26,6.65,15.28,77.79354,33892.78,4.11,10500.0,4578.633208,114,49035.0
100.0,100.0,23.3,6.22,6.85,15.44,78.18309,33193.33,4.3,10500.0,4578.633208,114,49035.0
100.0,100.0,17.96,4.95,3.9,4.76,63.629684,39623.406,5.23,14540.0,10201.30354,103,20273.0
100.0,100.0,18.67,5.35,3.87,5.26,63.052486,41459.707,5.39,15380.0,10479.75963,103,20273.0
100.0,100.0,16.31,5.66,3.41,5.53,61.232872,41222.29,5.21,15520.00046,11777.15566,103,20273.0
100.0,100.0,16.9,5.54,3.08,5.21,59.942154,40319.9,5.14,15409.99985,14849.03724,103,20273.0
100.0,100.0,17.77,5.6,4.21,5.46,63.326782,42659.85,5.07,15699.99981,17233.13856,103,20273.0
100.0,100.0,18.58,5.66,3.57,5.88,62.541367,42491.914,5.06,15920.00008,18098.90854,103,20273.0
100.0,100.0,17.36,5.86,3.7,5.55,61.21774,42687.348,4.77,16290.00092,19672.96556,103,20273.0
100.0,100.0,18.35,5.96,3.38,5.7,60.37234,42242.93,4.51,16280.00069,23787.64656,103,20273.0
100.0,100.0,17.63,5.83,4.31,6.27,64.472885,46037.57,4.59,17360.00061,27483.33717,103,20273.0
100.0,100.0,19.57,5.75,4.9,5.74,64.91763,42289.82,4.45,15510.00023,24694.23049,103,20273.0
100.0,100.0,20.07,5.85,4.75,5.66,64.02214,42123.36,4.51,15779.99973,23509.54314,103,20273.0
100.0,100.0,19.14,5.82,3.88,6.22,63.442215,40734.336,4.47,15699.99981,25095.13229,103,20273.0
100.0,100.0,20.22,5.69,4.33,5.53,63.408356,39508.945,4.4,15119.99989,22643.10025,103,20273.0
100.0,100.0,22.48,5.39,5.11,5.3,65.88608,39029.04,4.33,14550.00019,23496.6025,103,20273.0
100.0,100.0,22.91,4.18,6.6,6.37,75.62682,39987.75,4.09,13109.99966,24214.92207,103,20273.0
100.0,100.0,21.38,4.8,4.35,5.65,67.567566,35959.715,3.95,13140.00034,20881.76693,103,20273.0
100.0,100.0,20.96,5.45,5.06,5.72,66.42021,38266.707,3.95,13899.99962,21663.64341,103,20273.0
100.0,100.0,19.71,5.32,4.44,6.29,66.853584,38524.098,3.88,14119.99989,23455.94473,103,20273.0
100.0,100.0,20.61,5.12,5.22,5.78,68.23821,39165.715,3.67,14069.99969,26104.10279,103,20273.0
100.0,100.0,20.86,5.03,5.04,5.82,68.34487,37905.92,3.5,13600.00038,25942.95477,103,20273.0
100.0,100.0,23.3,4.96,5.58,6.35,70.633514,36542.867,4.3,10500.0,25517.33067,103,20273.0
4.5170293,8.7,55.26,0.06,0.0,0.0,0.0,2456.5134,6.99,240.0,1017.613757,25,28896.0
7.4752364,8.7,54.14,0.06,0.0,0.0,0.0,2508.6143,7.75,250.0,965.7656751,25,28896.0
10.4258585,8.6,52.82,0.06,0.0,0.0,0.0,2532.751,8.15,259.9999905,795.6015338,25,28896.0
13.371246,8.6,51.46,0.06,0.0,0.0,0.0,2587.0967,7.82,270.0000107,788.6131193,25,28896.0
16.313747,8.5,49.91,0.06,0.0,0.0,0.0,2689.9602,7.59,310.0000024,867.1071722,25,28896.0
19.25571,8.4,49.7,0.07,0.0,0.0,0.0,2695.842,7.32,340.0000036,1014.85528,25,28896.0
14.4,8.3,48.93,0.07,0.0,0.0,0.0,2734.6384,7.11,340.0000036,1119.693297,25,28896.0
12.9,8.2,47.42,0.08,0.0,0.0,0.0,2850.4817,6.89,340.0000036,1260.289404,25,28896.0
28.103497,8.2,46.69,0.08,0.0,0.0,0.0,2828.8801,6.61,319.9999928,1388.963877,25,28896.0
21.2,8.2,45.79,0.08,0.0,0.0,0.0,2862.0273,6.59,330.0000131,1428.505673,25,28896.0
34.774807,8.1,45.07,0.08,0.0,0.0,0.0,2880.25,6.19,340.0000036,1604.20583,25,28896.0
38.679993,8.2,43.61,0.08,0.0,0.0,0.0,2918.4324,5.93,349.999994,1938.891187,25,28896.0
42.57421,8.2,43.82,0.08,0.0,0.0,0.0,2854.3516,5.82,349.999994,2141.821522,25,28896.0
44.7,8.2,41.83,0.09,0.0,0.0,0.0,2771.7654,5.85,389.9999857,2248.614935,25,28896.0
50.30676,8.4,45.89,0.09,0.0,0.0,0.0,2543.9602,5.37,340.0000036,2274.887866,25,28896.0
55.1,8.4,48.64,0.09,0.0,0.0,0.0,2266.2014,4.99,310.0000024,2167.119928,25,28896.0
58.327194,8.6,48.7,0.1,0.0,0.0,0.0,2124.6658,4.66,360.0000143,2225.486842,25,28896.0
62.9,8.6,48.98,0.1,0.0,0.0,0.0,2061.452,4.4,349.999994,2332.844216,25,28896.0
66.17976,8.9,48.64,0.1,0.0,0.0,0.0,2107.609,4.28,360.0000143,2411.862926,25,28896.0
69.80942,9.2,48.39,0.1,0.0,0.0,0.0,2027.3756,4.27,360.0000143,2344.048976,25,28896.0
73.34648,9.1,23.3,0.1,0.0,0.0,0.0,1877.3191,4.3,10500.0,2250.601164,25,28896.0
1.8925012,0.4,93.28,0.23,0.0,0.0,0.0,340.10217,11.22,490.0,4578.633208,25,637657.0
4.504616,0.4,93.26,0.25,0.0,0.0,0.0,332.43317,11.32,510.0,4578.633208,25,637657.0
7.4,0.5,92.58,0.26,0.0,0.0,0.0,346.37854,11.39,569.9999928,4578.633208,25,637657.0
9.708441,0.5,92.8,0.26,0.0,0.0,0.0,334.0552,11.51,579.9999833,4578.633208,25,637657.0
12.30485,0.6,93.0,0.26,0.0,0.0,0.0,322.42703,11.48,579.9999833,4578.633208,25,637657.0
14.900722,0.6,93.3,0.27,0.0,0.0,0.0,314.66333,11.47,579.9999833,4578.633208,25,637657.0
15.233786,0.7,93.47,0.28,0.0,0.0,0.0,307.72528,11.6,579.9999833,4578.633208,25,637657.0
20.100733,0.7,93.02,0.29,0.0,0.0,0.0,302.7935,11.53,620.0000048,4578.633208,25,637657.0
22.71023,0.8,93.37,0.3,0.0,0.0,0.0,291.0338,11.74,620.0000048,4578.633208,25,637657.0
25.329666,1.0,93.63,0.31,0.0,0.0,0.0,283.20413,11.82,610.0000143,4578.633208,25,637657.0
52.163345,1.1,93.57,0.31,0.0,0.0,0.0,283.123,11.87,629.9999952,4578.633208,25,637657.0
51.968113,1.3,93.65,0.31,0.0,0.0,0.0,278.7153,11.79,629.9999952,4578.633208,25,637657.0
51.761917,1.4,93.9,0.32,0.0,0.0,0.0,274.60495,11.68,629.9999952,4578.633208,25,637657.0
51.53379,1.6,94.4,0.33,0.0,0.0,0.0,265.8011,11.95,649.9999762,350.1681618,25,637657.0
51.293636,1.8,94.64,0.33,0.0,0.0,0.0,256.69754,11.74,649.9999762,374.1147807,25,637657.0
51.13486,2.0,94.5,0.33,0.0,0.0,0.0,257.54523,11.35,649.9999762,386.437817,25,637657.0
51.113235,2.3,94.78,0.33,0.01,0.0,2.9411764,253.76219,11.61,660.0000262,389.8220615,25,637657.0
52.1,2.4,94.9,0.33,0.02,0.0,5.714286,244.04947,11.73,660.0000262,384.4634014,25,637657.0
50.764977,2.7,94.93,0.33,0.02,0.0,5.714286,236.28375,11.69,660.0000262,389.8313955,25,637657.0
49.2,2.9,95.03,0.33,0.02,0.0,5.714286,227.57283,11.64,689.9999976,419.3948077,25,637657.0
49.73087,3.2,23.3,0.35,0.03,0.0,7.894737,212.09578,4.3,10500.0,438.2551656,25,637657.0
72.28246,55.9,16.25,181.67,1.79,13.01,7.5329566,25321.518,10.07,284660.0,3374.718423,49,1219090.0
70.2,57.8,15.62,183.36,2.46,10.72,6.706014,25228.531,9.48,320540.0,2971.819769,49,1219090.0
76.7,60.0,13.88,188.79,2.81,11.99,7.269512,24361.893,8.67,331320.0073,2797.087291,49,1219090.0
78.8,62.1,13.05,204.39,1.19,12.66,6.3462243,26150.76,9.48,353089.9963,4217.11478,49,1219090.0
80.9,64.4,12.29,212.63,1.33,14.28,6.8392916,28271.896,9.88,379989.9902,5409.133489,49,1219090.0
80.8,66.8,10.98,215.23,1.75,12.24,6.103307,26508.63,9.03,377649.9939,6033.101491,49,1219090.0
80.7,69.0,10.74,223.25,3.28,10.07,5.642434,26793.564,8.72,379790.0085,6266.533987,49,1219090.0
82.0,71.4,10.36,232.91,1.3,12.6,5.6318626,27245.98,9.01,397059.9976,6780.884555,49,1219090.0
81.9,73.5,11.55,226.32,1.66,12.75,5.9859595,28867.244,9.47,426739.9902,6350.65271,49,1219090.0
82.6,75.4,10.97,218.17,1.86,11.57,5.798791,28399.283,9.74,404200.0122,6532.736968,49,1219090.0
82.9,77.1,11.77,227.57,2.51,12.9,6.342086,28247.576,8.83,425309.9976,8148.961202,49,1219090.0
83.6,78.8,11.36,229.06,2.49,12.94,6.311096,27552.764,8.7,409260.0098,8810.930651,49,1219090.0
85.3,80.2,10.6,226.84,1.66,12.4,5.836447,26770.203,8.14,426779.9988,8222.197279,49,1219090.0
85.2,81.5,9.77,223.28,1.62,13.61,6.3854766,26525.145,7.88,436920.0134,7467.079185,49,1219090.0
85.9,82.65,9.85,218.42,3.38,14.76,7.668245,26411.893,8.2,447929.9927,6988.808739,49,1219090.0
85.3,83.4,10.28,214.88,6.09,10.97,7.3553505,25352.562,7.58,424809.9976,6259.839681,49,1219090.0
83.9,84.4,10.53,213.09,7.69,15.21,9.703801,26236.475,7.91,425140.0146,5756.965741,49,1219090.0
84.4,85.2,10.45,212.77,10.04,15.09,10.563262,26033.504,7.86,435649.9939,6690.939847,49,1219090.0
84.7,85.7,10.19,214.25,12.22,10.56,9.610598,24742.117,7.73,434350.0061,7005.095413,49,1219090.0
85.0,86.3,10.5,208.39,12.57,13.6,11.15706,25511.209,8.03,439640.0146,6624.761865,49,1219090.0
84.38554,86.8,23.3,197.5,12.83,11.62,11.015995,23568.951,4.3,10500.0,5655.867654,49,1219090.0
3.6078682,0.0,30.13,0.44,0.0,0.0,0.0,568.44324,1.2774795,1450.000048,1779.470365,18,644329.0
4.0971837,0.0,29.85,0.46,0.0,0.0,0.0,582.4618,1.2983489,1529.999971,1322.820364,18,644329.0
4.60134,0.0,26.7,0.54,0.0,0.0,0.0,714.99146,1.0860982,1970.000029,1119.651437,18,644329.0
5.1173677,0.0,28.79,0.49,0.0,0.0,0.0,698.3854,4.3,1730.000019,4578.633208,18,644329.0
4.2,0.0,28.63,0.51,0.0,0.0,0.0,635.4426,4.3,1519.999981,4578.633208,18,644329.0
6.1731696,0.0,28.65,0.55,0.01,0.0,1.7857143,671.7575,4.3,1549.999952,4578.633208,18,644329.0
6.707007,0.0,26.65,0.55,0.01,0.0,1.7857143,747.48596,4.3,1700.000048,4578.633208,18,644329.0
7.2413383,0.0,23.3,0.53,0.01,0.0,1.8518518,703.1351,4.3,10500.0,4578.633208,18,644329.0
100.0,100.0,7.88,124.22,34.49,62.21,43.7715,37495.703,3.6,293310.0,14713.06571,94,505370.0
100.0,100.0,8.93,120.06,49.3,63.71,48.487576,39003.945,3.56,294790.0,15355.70317,94,505370.0
100.0,100.0,7.42,143.72,33.17,63.02,40.0942,38938.438,3.57,312750.0,17025.53198,94,505370.0
100.0,100.0,8.92,139.67,55.75,61.88,45.717064,40418.156,3.58,318660.0037,21463.44266,94,505370.0
100.0,100.0,8.05,159.91,50.13,63.61,41.56404,41185.832,3.63,335559.9976,24861.2828,94,505370.0
100.0,100.0,7.3,184.65,42.27,57.54,35.087536,40779.03,3.57,350500.0,26419.29686,94,505370.0
100.0,100.0,8.49,182.98,52.15,60.13,38.0275,40681.79,3.43,341779.9988,28365.31349,94,505370.0
100.0,100.0,9.02,188.13,58.3,55.1,37.6082,40817.645,3.36,354679.9927,32549.97098,94,505370.0
100.0,100.0,9.76,189.55,62.15,58.97,38.986706,39067.87,3.22,324269.989,35366.2596,94,505370.0
100.0,100.0,12.25,164.69,74.08,52.76,43.50839,35904.375,3.07,287489.9902,32042.47408,94,505370.0
100.0,100.0,14.44,138.39,97.77,61.99,53.583763,36714.2,3.07,273250.0,30502.71971,94,505370.0
100.0,100.0,14.79,146.12,87.53,57.72,49.850708,35901.07,3.04,274399.9939,31636.44631,94,505370.0
100.0,100.0,15.83,145.33,86.97,61.47,50.529327,35681.477,3.13,269269.989,28324.42934,94,505370.0
100.0,100.0,16.99,113.32,111.42,56.73,59.739937,34008.008,2.96,242809.9976,29059.54795,94,505370.0
100.0,100.0,17.41,107.37,110.26,57.31,60.94784,33478.24,2.86,240960.0067,29461.55033,94,505370.0
100.0,100.0,16.33,123.19,97.09,57.2,55.604,33920.24,2.85,256279.9988,25732.01836,94,505370.0
100.0,100.0,17.21,107.93,104.63,58.63,60.201332,34212.625,2.79,247029.9988,26505.34322,94,505370.0
100.0,100.0,15.71,126.93,87.93,58.04,53.488457,34520.543,2.86,263450.0122,28100.58624,94,505370.0
100.0,100.0,17.42,112.23,103.88,55.77,58.720753,34986.293,2.77,257040.0085,30349.7521,94,505370.0
100.0,100.0,17.27,111.55,100.99,58.35,58.82092,33764.863,2.64,239979.9957,29555.3157,94,505370.0
100.0,100.0,23.3,87.64,113.79,58.3,66.25726,30391.29,4.3,10500.0,27063.19392,94,505370.0
70.2628,16.9,64.16,3.28,3.17,0.0,49.14729,2851.8083,3.12,10930.0,869.696285,341,65610.0
63.6,17.5,62.93,3.44,3.09,0.0,47.32006,2750.116,3.06,10850.0,832.8035723,341,65610.0
80.7,17.9,62.1,4.12,2.68,0.0,39.411762,2799.956,3.0,11390.00034,867.4914868,341,65610.0
74.99882,18.5,61.31,4.14,3.27,0.0,44.129555,2852.4663,3.0,12409.99985,982.195697,341,65610.0
76.56858,18.7,61.61,4.94,2.94,0.0,37.309643,2745.2893,2.88,12869.99989,1065.784437,341,65610.0
78.13781,19.5,60.08,5.5,3.43,0.0,38.409855,3140.5315,2.78,13979.99954,1248.698185,341,65610.0
82.05,19.8,62.18,4.55,3.86,0.0,45.897743,3338.2832,2.6,12399.99962,1435.816813,341,65610.0
80.0,20.3,60.2,5.57,3.94,0.0,41.430073,3358.7993,2.48,13590.00015,1630.388906,341,65610.0
82.86739,20.9,61.58,5.46,4.16,0.0,43.243244,3134.0298,2.28,12810.00042,2037.322103,341,65610.0
87.09,21.3,63.51,5.67,3.94,0.0,40.998962,3147.0713,2.24,12289.99996,2090.401826,341,65610.0
85.3,21.7,61.85,4.76,5.69,0.0,54.44976,3368.2034,2.21,13069.99969,2799.648738,341,65610.0
87.76,22.3,59.25,6.47,4.72,0.0,42.180515,3623.197,2.21,15420.00008,3200.861132,341,65610.0
87.0,23.0,60.7,7.89,3.48,0.0,30.606861,3708.9927,2.18,16850.00038,3350.521876,341,65610.0
90.2,24.0,59.88,4.52,7.14,0.0,61.234993,3748.5815,1.87,14479.99954,3610.289363,341,65610.0
92.660515,24.8,57.31,7.1,4.87,0.0,40.685043,4007.7144,1.93,17600.00038,3819.25353,341,65610.0
94.35187,25.75,52.89,6.38,6.34,0.0,49.842766,4476.9307,1.94,20360.00061,3843.780672,341,65610.0
97.5,26.9,50.92,9.01,4.68,0.0,34.185535,4878.142,1.91,21930.00031,3886.291502,341,65610.0
97.5,28.2,49.33,10.1,4.59,0.0,31.245747,4726.284,1.81,23360.00061,4077.043841,341,65610.0
99.56487,29.4,51.4,7.92,7.04,0.0,47.058823,4876.866,1.76,21690.00053,4059.20823,341,65610.0
99.75857,30.6,49.91,10.18,5.71,0.0,35.934547,4973.5986,1.78,23780.00069,3852.265603,341,65610.0
100.0,32.2,23.3,9.64,5.94,0.0,38.1258,4853.1104,4.3,10500.0,3680.673477,341,65610.0
23.0,7.6,80.42,1.23,1.35,0.0,52.325584,1182.5435,7.88,5690.0,366.172742,25,1861484.0
29.255226,9.5,79.38,1.38,1.45,0.0,51.23675,1239.9237,7.84,6250.0,456.6242379,25,1861484.0
29.525602,11.2,76.76,1.59,1.5,0.0,48.54369,1434.762,7.91,7710.000038,512.4412582,25,1861484.0
29.790567,13.4,77.0,2.0,1.33,0.0,39.93994,1455.1571,7.13,7929.999828,586.7532114,25,1861484.0
30.052393,15.5,75.4,2.2,1.26,0.0,36.416183,1560.1315,6.86,8829.999924,711.9219842,25,1861484.0
30.313347,17.9,72.28,2.38,1.42,0.0,37.36842,1767.6344,6.6,10500.0,914.1665223,25,1861484.0
30.575792,21.3,69.25,2.9,1.56,0.0,34.977577,2052.4446,6.42,12899.99962,1143.932251,25,1861484.0
30.842442,24.15,65.64,3.28,1.66,0.0,33.603237,2118.6284,5.54,13960.00004,1461.315914,25,1861484.0
19.97,26.6,63.51,3.76,1.64,0.0,30.370369,2246.169,5.23,14949.99981,1551.085771,25,1861484.0
29.0,29.7,63.12,3.07,3.35,0.0,52.180683,2354.9653,5.3,15479.99954,1202.557881,25,1861484.0
38.039776,32.5,61.32,1.3,6.2,0.0,82.666664,2604.3655,4.84,16420.00008,1338.443724,25,1861484.0
39.820805,35.6,63.68,1.9,6.48,0.0,77.326965,2462.639,5.2,15920.00008,1366.410905,25,1861484.0
41.591995,38.95,63.76,2.53,6.8,0.0,72.88317,2326.128,4.41,15800.00019,1039.762051,25,1861484.0
43.343517,40.95,65.7,1.82,8.41,0.0,82.20919,2385.0166,5.05,15220.00027,1160.535552,25,1861484.0
44.9,43.3,64.91,2.23,9.04,0.0,80.21295,2378.8403,4.87,16120.00084,1303.838955,25,1861484.0
46.903107,45.4,63.02,4.09,8.73,0.0,68.09672,2384.2434,4.71,18709.99908,1329.635962,25,1861484.0
48.849403,47.9,59.52,5.6,8.5,0.0,60.283688,2684.0552,4.7,21129.99916,1069.839957,25,1861484.0
50.75472,49.8,60.47,5.45,9.77,0.0,64.19186,2654.5432,4.5,20959.99908,1011.521216,25,1861484.0
52.447002,51.3,61.27,5.82,10.08,0.0,63.39623,2554.7512,4.47,20860.00061,740.746767,25,1861484.0
53.96254,53.6,62.23,5.98,10.33,0.0,63.33538,2459.3628,4.62,20620.00084,610.9278615,25,1861484.0
55.3897,54.7,23.3,5.68,10.79,0.0,65.513054,2378.228,4.3,10500.0,486.4188163,25,1861484.0
95.49438,77.9,23.63,0.69,0.71,0.0,50.714287,17458.83,4.15,1480.0,2012.281651,4,163820.0
95.397385,78.85,24.14,0.69,0.73,0.0,51.40845,16939.615,4.29,1520.0,1750.576737,4,163820.0
95.292816,79.8,27.79,0.69,0.74,0.0,51.748253,18476.682,2.89,1120.000005,2267.753984,4,163820.0
95.18301,80.9,24.64,0.69,0.75,0.0,52.083332,16105.433,2.91,1230.000019,2611.377493,4,163820.0
95.07031,82.0,22.63,0.69,0.76,0.0,52.41379,18010.424,2.96,1389.999986,3006.183233,4,163820.0
94.95708,82.8,18.88,0.7,0.82,0.0,53.94737,18127.873,3.26,1690.000057,3590.648183,4,163820.0
91.01984,83.5,22.09,0.7,0.86,0.0,55.12821,19537.414,2.92,1529.999971,5197.747907,4,163820.0
94.738884,84.6,24.59,0.7,0.86,0.0,55.12821,18059.73,2.64,1409.999967,5744.759727,4,163820.0
94.639275,85.3,26.19,0.7,0.86,0.0,55.12821,21127.252,2.68,1460.000038,6831.983622,4,163820.0
94.549614,86.3,26.47,0.7,0.86,0.0,55.12821,21246.133,2.62,1450.000048,7408.360786,4,163820.0
91.19752,87.1,22.1,0.48,1.2,0.0,71.42858,25234.633,2.96,1740.00001,8255.874872,4,163820.0
94.410934,88.0,21.16,0.86,1.03,0.0,54.497356,20305.736,3.7,1950.000048,8263.203803,4,163820.0
94.36734,89.0,15.77,1.07,0.82,0.0,43.386242,21876.135,3.07,2440.000057,9200.974786,4,163820.0
94.34358,89.8,17.63,1.09,0.83,0.0,43.229168,20840.512,3.66,2289.999962,9402.164419,4,163820.0
94.33763,90.6,12.85,1.37,0.55,0.0,28.645834,20081.727,3.85,2619.999886,9471.922001,4,163820.0
94.89523,91.2,11.59,1.46,0.49,0.0,25.128204,18293.592,3.56,2720.000029,9168.237157,4,163820.0
95.816315,92.0,11.29,1.12,0.8,0.0,41.666668,18815.174,4.14,2950.000048,5872.789429,4,163820.0
96.696335,92.7,14.96,0.95,0.93,0.0,49.468086,21698.678,3.91,2500.0,6295.560562,4,163820.0
97.4,93.3,17.55,0.89,1.0,0.0,52.910053,21688.73,3.57,2210.000038,6938.086981,4,163820.0
97.82542,93.9,14.4,0.99,0.96,0.0,49.230766,21629.324,3.97,2650.000095,6853.693411,4,163820.0
